"행정구역(시군구)별(1)","성별(1)",2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"부산광역시","남자",20963,189,153,148,407,3517,5294,4045,2687,1771,870,721,567,314,133,74,24,49,22452,209,167,177,467,3539,5478,4465,2951,1851,1007,859,654,329,153,69,27,50,23264,227,170,169,543,3561,5572,4640,2985,1947,1148,890,704,397,170,67,29,45,23895,287,205,159,775,3834,5314,4778,3027,1914,1226,934,689,420,185,77,31,40,24289,298,197,153,978,4183,5044,4805,3188,1948,1232,898,635,396,186,70,42,36,25845,334,228,181,1101,5047,5115,4796,3384,1947,1317,886,745,412,195,76,46,35,25667,317,228,174,889,5277,4979,4623,3445,1948,1319,866,752,446,216,98,53,37,22536,301,219,154,454,4218,4307,4153,3267,1923,1203,847,661,422,217,99,50,41,21690,269,212,170,380,3779,4251,3972,3166,1949,1200,836,676,404,217,106,60,43,23909,291,266,176,554,4063,4766,4383,3532,2168,1265,875,675,895
"부산광역시","여자",14980,172,146,122,564,3654,3235,1862,1218,1034,969,856,635,258,85,65,45,60,15863,209,157,158,616,3712,3260,1964,1294,1100,1082,1023,738,303,110,52,29,56,16727,242,157,172,671,3833,3539,2089,1337,1040,1135,1053,826,380,124,46,36,47,17945,280,172,182,931,4507,3427,2277,1380,1128,1120,1075,784,430,129,42,34,47,18548,304,192,166,1162,4765,3369,2422,1529,1132,1091,1013,754,375,155,45,28,46,19893,308,225,174,1219,5351,3448,2566,1706,1200,1104,1050,856,396,167,47,29,47,20332,288,240,176,1125,5400,3528,2675,1870,1235,1137,1015,886,425,186,63,32,51,17830,259,223,169,601,4266,3172,2574,1848,1224,991,961,776,422,199,70,23,52,17730,230,238,154,519,4229,3250,2509,1936,1220,986,939,772,383,211,79,23,52,18954,264,237,173,645,4476,3516,2559,2056,1387,1058,968,769,846
"서울특별시","계",244410,5609,3221,2048,5565,25601,36529,27978,20782,24892,28146,28458,22202,7910,2420,1344,923,782,266360,6763,3828,2357,6596,26002,37171,29037,22167,25499,30154,34473,28077,9149,2650,1067,703,667,274957,7833,4474,2507,7912,28115,36975,29595,22459,23464,29413,35090,31343,10650,2894,1011,635,587,273441,8583,5068,2874,10137,32829,34219,29432,22009,20978,27468,35063,27581,12222,2848,982,564,584,267153,8571,5743,3256,10034,36192,32235,29803,22640,19227,26097,30789,26721,10620,2995,1028,594,608,283984,8573,6131,3696,9981,42667,31723,30298,23592,19659,26369,31136,32565,11760,3412,1151,607,664,281876,8180,6479,3953,10607,45729,31422,29489,23130,19481,23685,27911,32241,12961,3889,1376,636,707,242623,6812,6123,3965,6640,36106,28352,26544,21559,17487,18878,22988,27532,12445,4273,1570,617,732,226569,5506,6051,4161,6309,35097,28422,23824,21095,16343,15710,20315,25459,10308,4776,1768,656,769,239297,5105,5667,4077,8379,43323,33460,23984,21297,17069,14599,19312,22211,20814
"서울특별시","남자",118482,2891,1669,1089,2374,9689,17433,14432,11274,12884,13849,13644,10787,4032,1231,600,330,274,129245,3517,1916,1243,2647,9272,17450,14926,12110,13558,15049,16567,13708,4818,1364,538,291,271,132607,3995,2291,1313,3078,9525,17033,15250,12218,12747,14930,16992,15115,5578,1503,509,276,254,130590,4373,2624,1507,3818,10696,15223,15054,11909,11588,14037,17395,13290,6475,1536,552,255,258,127651,4354,3000,1701,3881,11669,14040,15501,12335,10733,13689,15504,13045,5470,1612,572,284,261,136950,4311,3178,1894,3800,14486,13532,15737,12860,11051,14362,16169,16399,6081,1840,650,315,285,133666,4184,3309,2026,3834,15396,13006,14753,12422,10715,12974,14582,16174,6804,2067,768,341,311,114799,3461,3099,2037,2539,12585,11392,12958,11296,9507,10153,11890,13725,6326,2273,898,323,337,103937,2804,3077,2144,2384,11482,10913,11150,10884,8627,8321,10275,12564,5087,2496,1013,363,353,105512,2641,2880,2083,3035,13340,12231,10909,10852,8875,7616,9706,10730,10614
"서울특별시","여자",125928,2718,1552,959,3191,15912,19096,13546,9508,12008,14297,14814,11415,3878,1189,744,593,508,137115,3246,1912,1114,3949,16730,19721,14111,10057,11941,15105,17906,14369,4331,1286,529,412,396,142350,3838,2183,1194,4834,18590,19942,14345,10241,10717,14483,18098,16228,5072,1391,502,359,333,142851,4210,2444,1367,6319,22133,18996,14378,10100,9390,13431,17668,14291,5747,1312,430,309,326,139502,4217,2743,1555,6153,24523,18195,14302,10305,8494,12408,15285,13676,5150,1383,456,310,347,147034,4262,2953,1802,6181,28181,18191,14561,10732,8608,12007,14967,16166,5679,1572,501,292,379,148210,3996,3170,1927,6773,30333,18416,14736,10708,8766,10711,13329,16067,6157,1822,608,295,396,127824,3351,3024,1928,4101,23521,16960,13586,10263,7980,8725,11098,13807,6119,2000,672,294,395,122632,2702,2974,2017,3925,23615,17509,12674,10211,7716,7389,10040,12895,5221,2280,755,293,416,133785,2464,2787,1994,5344,29983,21229,13075,10445,8194,6983,9606,11481,10200
"세종특별자치시","계",2462,14,9,6,55,404,605,424,314,169,180,130,96,37,11,3,1,4,2719,27,17,4,40,381,637,498,322,210,219,174,124,44,15,4,2,1,3481,43,28,9,104,479,769,637,406,273,239,243,156,70,18,2,3,2,3745,74,40,13,130,481,752,662,426,306,247,305,199,85,20,0,3,2,4125,87,51,28,172,564,758,761,483,317,279,297,212,91,20,2,1,2,4940,95,61,37,292,832,906,831,534,359,282,303,268,106,25,7,1,1,5700,96,77,36,290,1185,1122,908,572,351,303,299,306,111,27,14,0,3,5076,78,68,38,117,1029,997,806,623,344,286,267,259,113,34,16,0,1,4884,80,79,36,164,854,1038,742,642,365,263,235,251,93,27,13,1,1,5336,99,90,42,210,871,1074,878,703,418,276,256,244,175
"세종특별자치시","남자",1588,8,3,4,19,248,416,308,232,112,96,60,52,20,6,3,0,1,1707,17,4,4,14,221,436,355,227,136,106,86,66,22,9,2,2,0,2133,24,9,5,50,276,527,421,272,177,120,115,84,36,14,0,2,1,2235,46,18,5,61,269,495,412,276,197,133,163,101,44,12,0,2,1,2479,50,33,8,87,321,503,484,313,199,157,163,105,41,12,1,1,1,3009,56,37,9,175,489,612,545,334,227,159,172,125,50,14,4,1,0,3587,57,46,10,172,792,786,612,354,202,170,163,146,55,13,7,0,2,3173,44,36,15,60,675,699,556,382,201,158,146,119,57,15,10,0,0,2941,40,42,18,74,517,711,502,395,204,140,119,121,38,12,7,1,0,3181,50,46,23,109,494,722,596,439,235,141,126,130,70
"세종특별자치시","여자",874,6,6,2,36,156,189,116,82,57,84,70,44,17,5,0,1,3,1012,10,13,0,26,160,201,143,95,74,113,88,58,22,6,2,0,1,1348,19,19,4,54,203,242,216,134,96,119,128,72,34,4,2,1,1,1510,28,22,8,69,212,257,250,150,109,114,142,98,41,8,0,1,1,1646,37,18,20,85,243,255,277,170,118,122,134,107,50,8,1,0,1,1931,39,24,28,117,343,294,286,200,132,123,131,143,56,11,3,0,1,2113,39,31,26,118,393,336,296,218,149,133,136,160,56,14,7,0,1,1903,34,32,23,57,354,298,250,241,143,128,121,140,56,19,6,0,1,1943,40,37,18,90,337,327,240,247,161,123,116,130,55,15,6,0,1,2155,49,44,19,101,377,352,282,264,183,135,130,114,105
"울산광역시","계",22427,492,251,143,297,2352,4625,3822,2542,2319,2076,1678,1083,461,153,68,29,36,25885,657,352,165,338,2315,4959,4510,2982,2655,2430,2214,1480,562,165,51,26,24,26183,726,380,168,385,2204,5051,4647,3003,2446,2454,2275,1618,569,172,35,29,21,23457,717,383,157,376,2003,4425,4270,2721,1943,2120,2118,1408,578,158,28,25,27,20513,607,356,179,332,1791,3708,3843,2498,1637,1862,1773,1240,468,131,36,20,32,20002,531,337,207,364,2031,3393,3635,2441,1609,1685,1686,1373,481,141,34,24,30,20450,521,393,223,438,2270,3474,3652,2505,1655,1591,1613,1359,500,154,45,26,31,17884,449,362,230,274,1798,2861,3260,2405,1530,1340,1397,1216,488,167,53,22,32,16827,408,384,244,197,1578,2544,3007,2463,1548,1173,1318,1215,455,169,72,18,34,18379,417,405,260,238,1543,2841,3385,2839,1811,1181,1373,1229,857
"울산광역시","남자",14628,254,139,65,150,1387,3091,2775,1849,1550,1259,976,675,296,110,31,9,12,16860,349,187,72,187,1402,3341,3251,2150,1798,1440,1253,891,370,120,30,9,10,16626,384,202,73,206,1324,3352,3327,2082,1625,1414,1230,902,352,109,23,11,10,14274,360,208,69,205,1170,2863,2903,1832,1233,1159,1075,737,327,97,13,11,12,12188,308,197,75,195,984,2411,2560,1616,1003,1014,888,587,234,73,20,10,13,11875,258,169,108,203,1222,2222,2377,1601,943,893,864,639,249,79,24,12,12,12338,251,207,114,249,1469,2323,2403,1635,980,847,816,648,255,86,29,14,12,10583,224,189,124,144,1141,1848,2085,1553,898,694,713,576,250,94,28,12,10,9814,207,184,134,90,971,1631,1915,1531,909,599,664,584,236,98,39,9,13,11238,204,200,145,126,987,1964,2308,1858,1080,628,685,602,451
"울산광역시","여자",7799,238,112,78,147,965,1534,1047,693,769,817,702,408,165,43,37,20,24,9025,308,165,93,151,913,1618,1259,832,857,990,961,589,192,45,21,17,14,9557,342,178,95,179,880,1699,1320,921,821,1040,1045,716,217,63,12,18,11,9183,357,175,88,171,833,1562,1367,889,710,961,1043,671,251,61,15,14,15,8325,299,159,104,137,807,1297,1283,882,634,848,885,653,234,58,16,10,19,8127,273,168,99,161,809,1171,1258,840,666,792,822,734,232,62,10,12,18,8112,270,186,109,189,801,1151,1249,870,675,744,797,711,245,68,16,12,19,7301,225,173,106,130,657,1013,1175,852,632,646,684,640,238,73,25,10,22,7013,201,200,110,107,607,913,1092,932,639,574,654,631,219,71,33,9,21,7141,213,205,115,112,556,877,1077,981,731,553,688,627,406
"인천광역시","계",50382,904,509,387,913,5516,10245,9077,5991,5090,3946,3314,2522,1075,400,223,146,124,55323,1188,655,470,1017,5306,10703,10015,6582,5410,4456,4184,3176,1294,446,189,118,114,57669,1465,815,547,1110,4981,10278,10466,7090,5390,4759,4595,3635,1564,536,214,115,109,59103,1996,1106,665,1205,4810,9807,10717,7450,5224,4887,4887,3613,1726,565,217,116,112,62596,2430,1474,872,1438,5012,9539,11335,8295,5299,5243,4873,3956,1711,635,238,126,120,67869,2934,1838,1124,1728,5780,9569,11832,8863,5600,5514,5110,4821,1963,671,269,126,127,72259,3331,2256,1357,2807,6623,9283,11613,9287,6022,5491,5170,5283,2332,800,334,134,136,67648,3318,2404,1414,1502,6266,7994,10905,9246,5946,4952,4808,4945,2441,852,369,151,135,66364,3267,2775,1632,1430,5514,7587,10309,9618,6164,4551,4658,4919,2221,987,426,161,145,71849,3516,2954,1732,1871,6238,8465,10603,10396,7036,4673,4982,4719,4664
"인천광역시","남자",30027,467,281,217,446,3172,6737,6164,4056,2972,1923,1460,1181,517,216,116,60,42,33030,636,355,255,492,3084,7052,6893,4438,3164,2193,1885,1474,650,255,103,62,39,33770,744,433,298,507,2822,6587,7008,4699,3168,2422,2118,1670,770,306,113,70,35,34394,1019,574,356,570,2690,6332,7068,4846,3090,2514,2302,1614,855,336,113,72,43,36353,1247,756,464,684,2803,6125,7352,5377,3185,2724,2346,1829,848,351,132,82,48,39200,1513,932,572,787,3347,6141,7620,5669,3342,2895,2500,2233,989,364,159,80,57,41155,1719,1145,700,1325,3870,5969,7313,5747,3552,2905,2546,2406,1174,431,207,75,71,38152,1695,1248,744,694,3548,4994,6695,5715,3437,2629,2408,2288,1215,466,224,81,71,36904,1703,1388,846,661,2912,4689,6267,5803,3565,2400,2303,2308,1101,540,251,91,76,40196,1824,1464,909,918,3362,5258,6549,6284,4040,2499,2489,2214,2386
"인천광역시","여자",20355,437,228,170,467,2344,3508,2913,1935,2118,2023,1854,1341,558,184,107,86,82,22293,552,300,215,525,2222,3651,3122,2144,2246,2263,2299,1702,644,191,86,56,75,23899,721,382,249,603,2159,3691,3458,2391,2222,2337,2477,1965,794,230,101,45,74,24709,977,532,309,635,2120,3475,3649,2604,2134,2373,2585,1999,871,229,104,44,69,26243,1183,718,408,754,2209,3414,3983,2918,2114,2519,2527,2127,863,284,106,44,72,28669,1421,906,552,941,2433,3428,4212,3194,2258,2619,2610,2588,974,307,110,46,70,31104,1612,1111,657,1482,2753,3314,4300,3540,2470,2586,2624,2877,1158,369,127,59,65,29496,1623,1156,670,808,2718,3000,4210,3531,2509,2323,2400,2657,1226,386,145,70,64,29460,1564,1387,786,769,2602,2898,4042,3815,2599,2151,2355,2611,1120,447,175,70,69,31653,1692,1490,823,953,2876,3207,4054,4112,2996,2174,2493,2505,2278
"전라남도","계",24544,108,63,35,337,4737,5965,4117,2655,2105,1562,1290,946,380,132,45,42,25,28254,140,75,45,321,5066,6777,4850,2981,2423,1952,1700,1174,476,172,43,37,22,30566,186,100,77,334,5075,7543,5397,3145,2478,2084,1879,1408,561,200,50,27,22,31750,230,131,95,380,5223,7751,5652,3387,2417,2098,1982,1421,655,236,42,25,25,31221,207,171,112,440,4876,7690,5632,3608,2283,2007,1865,1368,637,228,58,18,21,33042,217,166,135,707,5034,8144,6076,3903,2398,2058,1824,1417,640,218,62,18,25,34638,233,188,153,590,5202,8533,6507,4257,2526,2115,1820,1511,670,222,68,18,25,32906,234,190,132,260,4319,7986,6633,4470,2596,1953,1704,1419,685,204,77,22,22,32656,319,278,198,362,3788,7575,6746,4727,2733,1909,1631,1378,650,234,80,23,25,38988,282,226,186,607,4457,9205,8343,5834,3366,2005,1770,1473,1234
"전라남도","남자",13436,56,25,14,123,2286,3437,2727,1840,1238,558,468,382,171,67,16,21,7,16464,68,37,18,107,2772,4156,3331,2131,1515,799,685,503,202,91,20,22,7,18457,86,43,39,144,3023,4867,3745,2209,1601,947,731,610,264,101,22,17,8,19300,121,67,45,164,3260,5109,3847,2407,1541,950,766,571,299,107,20,14,12,19003,111,77,53,199,3082,5188,3788,2484,1444,915,671,541,291,107,30,12,10,20786,110,75,71,373,3358,5751,4196,2715,1498,988,670,558,265,106,30,9,13,22223,126,93,70,319,3504,6288,4576,2952,1550,1027,696,590,278,98,37,7,12,21107,128,93,52,112,2880,5918,4667,3079,1608,981,651,512,279,85,41,10,11,20797,172,139,85,207,2406,5593,4778,3215,1731,961,612,480,244,104,46,11,13,26301,154,112,91,344,3147,7097,6301,4121,2184,1039,699,501,511
"전라남도","여자",11108,52,38,21,214,2451,2528,1390,815,867,1004,822,564,209,65,29,21,18,11790,72,38,27,214,2294,2621,1519,850,908,1153,1015,671,274,81,23,15,15,12109,100,57,38,190,2052,2676,1652,936,877,1137,1148,798,297,99,28,10,14,12450,109,64,50,216,1963,2642,1805,980,876,1148,1216,850,356,129,22,11,13,12218,96,94,59,241,1794,2502,1844,1124,839,1092,1194,827,346,121,28,6,11,12256,107,91,64,334,1676,2393,1880,1188,900,1070,1154,859,375,112,32,9,12,12415,107,95,83,271,1698,2245,1931,1305,976,1088,1124,921,392,124,31,11,13,11799,106,97,80,148,1439,2068,1966,1391,988,972,1053,907,406,119,36,12,11,11859,147,139,113,155,1382,1982,1968,1512,1002,948,1019,898,406,130,34,12,12,12687,128,114,95,263,1310,2108,2042,1713,1182,966,1071,972,723
"전라북도","계",23067,192,85,84,420,4957,5663,3562,2159,1629,1435,1262,919,388,150,77,50,35,25086,247,117,75,424,4736,5978,4003,2433,1805,1647,1594,1219,488,170,66,48,36,26194,283,149,104,419,4703,6032,4272,2562,1761,1748,1798,1415,570,215,85,41,37,27320,323,180,112,645,5160,6109,4432,2668,1717,1663,1895,1356,666,208,109,35,42,28588,324,211,114,1140,5803,6044,4654,2768,1669,1698,1760,1354,656,229,93,32,39,31347,373,238,120,1299,7153,6322,5090,3055,1827,1694,1683,1427,688,222,86,29,41,33074,411,246,143,1368,7703,6685,5344,3273,2055,1671,1632,1448,693,244,82,38,38,31288,378,242,158,675,7156,6492,5196,3361,2101,1541,1544,1354,674,242,86,46,42,30331,355,251,167,606,6741,6447,4990,3383,2104,1490,1408,1347,632,234,95,45,36,34941,395,295,201,1190,6949,7828,5973,4082,2406,1500,1517,1386,1219
"전라북도","남자",11912,96,45,43,163,2296,3155,2234,1360,831,497,468,389,187,74,30,20,24,13198,124,66,39,180,2169,3469,2508,1534,942,628,598,551,225,95,29,20,21,13785,147,75,52,192,2271,3479,2620,1584,929,689,679,604,267,110,47,18,22,14392,175,86,55,327,2494,3605,2680,1594,910,669,735,553,313,98,58,16,24,15100,168,108,55,566,2974,3546,2791,1622,891,693,667,536,278,120,47,17,21,16992,197,130,61,689,4024,3746,3037,1783,923,732,617,567,291,110,43,19,23,18300,220,132,70,728,4530,4036,3256,1893,1040,719,611,582,283,118,38,22,22,17294,194,134,79,329,4207,3927,3133,1944,1112,670,582,516,264,110,40,28,25,16678,188,140,84,340,3830,3982,3015,1931,1082,626,541,486,234,104,47,27,21,19989,208,164,101,616,3958,5027,3854,2490,1324,643,597,513,494
"전라북도","여자",11155,96,40,41,257,2661,2508,1328,799,798,938,794,530,201,76,47,30,11,11888,123,51,36,244,2567,2509,1495,899,863,1019,996,668,263,75,37,28,15,12409,136,74,52,227,2432,2553,1652,978,832,1059,1119,811,303,105,38,23,15,12928,148,94,57,318,2666,2504,1752,1074,807,994,1160,803,353,110,51,19,18,13488,156,103,59,574,2829,2498,1863,1146,778,1005,1093,818,378,109,46,15,18,14355,176,108,59,610,3129,2576,2053,1272,904,962,1066,860,397,112,43,10,18,14774,191,114,73,640,3173,2649,2088,1380,1015,952,1021,866,410,126,44,16,16,13994,184,108,79,346,2949,2565,2063,1417,989,871,962,838,410,132,46,18,17,13653,167,111,83,266,2911,2465,1975,1452,1022,864,867,861,398,130,48,18,15,14952,187,131,100,574,2991,2801,2119,1592,1082,857,920,873,725
"제주특별자치도","계",10864,196,226,141,323,2085,2355,1809,1249,870,551,423,333,153,72,39,15,24,14204,340,379,306,417,2456,2742,2188,1588,1244,889,716,529,234,94,38,22,22,16960,479,499,413,557,2643,3271,2479,1820,1456,1154,982,673,326,114,52,19,23,19593,586,585,455,655,3006,3665,2888,2213,1615,1380,1129,750,424,133,61,23,25,21689,571,658,531,707,3108,3954,3369,2700,1852,1575,1156,811,450,129,72,19,27,24841,614,683,625,914,3636,4435,4011,3181,2145,1669,1202,961,481,147,83,28,26,25668,599,766,668,930,3674,4345,4127,3266,2330,1722,1275,1078,516,213,91,39,29,22943,503,672,635,567,2850,3797,3880,3094,2289,1591,1197,992,497,220,89,41,29,20717,393,521,504,453,2199,3549,3531,2930,2310,1487,1126,896,424,228,85,46,35,21592,320,410,443,418,2251,4045,3662,3088,2499,1541,1145,888,882
"제주특별자치도","남자",6311,104,120,58,143,1100,1425,1181,869,551,263,192,146,71,48,20,9,11,8045,177,193,144,179,1360,1566,1382,1018,766,463,348,229,120,52,25,12,11,9526,238,258,197,280,1517,1847,1520,1129,854,607,467,323,168,60,38,11,12,10795,294,309,220,300,1791,2073,1651,1291,905,716,535,352,215,71,48,10,14,11918,292,329,254,330,1875,2370,1914,1479,928,818,569,383,235,67,54,6,15,13907,316,353,308,424,2298,2902,2296,1680,996,850,585,489,242,83,55,15,15,14408,308,393,338,454,2288,2939,2353,1784,1063,852,626,533,250,129,54,26,18,12840,268,341,328,269,1771,2602,2214,1700,1058,740,596,466,252,133,56,30,16,11645,217,262,267,219,1294,2488,2084,1647,1117,648,554,412,206,132,50,30,18,12713,168,199,224,203,1438,2955,2362,1824,1274,642,561,404,459
"제주특별자치도","여자",4553,92,106,83,180,985,930,628,380,319,288,231,187,82,24,19,6,13,6159,163,186,162,238,1096,1176,806,570,478,426,368,300,114,42,13,10,11,7434,241,241,216,277,1126,1424,959,691,602,547,515,350,158,54,14,8,11,8798,292,276,235,355,1215,1592,1237,922,710,664,594,398,209,62,13,13,11,9771,279,329,277,377,1233,1584,1455,1221,924,757,587,428,215,62,18,13,12,10934,298,330,317,490,1338,1533,1715,1501,1149,819,617,472,239,64,28,13,11,11260,291,373,330,476,1386,1406,1774,1482,1267,870,649,545,266,84,37,13,11,10103,235,331,307,298,1079,1195,1666,1394,1231,851,601,526,245,87,33,11,13,9072,176,259,237,234,905,1061,1447,1283,1193,839,572,484,218,96,35,16,17,8879,152,211,219,215,813,1090,1300,1264,1225,899,584,484,423
"충청남도","계",49937,462,198,116,748,8220,11653,9022,5761,4527,3533,2747,1839,675,213,107,63,53,54568,656,273,168,794,7772,12265,9910,6459,4904,4049,3606,2459,846,226,88,46,47,56583,780,381,188,883,8018,12212,10017,6715,4907,4215,3899,2919,994,272,91,43,49,60353,1115,569,260,1249,9042,12344,10613,7117,4792,4324,4280,2955,1177,323,98,49,46,64155,1400,839,434,1597,9459,12594,11337,7886,4973,4654,4178,3219,1083,301,105,48,48,68234,1685,1070,603,1851,10568,12874,11871,8318,5123,4668,4215,3699,1166,315,110,44,54,70675,1858,1307,764,2098,10875,13070,12161,8681,5487,4581,4085,3827,1293,351,129,49,59,64546,1791,1303,837,1334,9019,11706,11389,8451,5375,4176,3682,3497,1363,356,154,48,65,62578,1816,1552,1039,1328,8152,10954,10629,8451,5526,4060,3662,3534,1183,411,167,52,62,71159,1961,1728,1007,1662,9760,13033,12263,9633,6330,4040,3854,3496,2392
"충청남도","남자",30440,239,99,55,299,4348,7487,6380,4179,2917,1757,1256,912,332,84,51,28,17,33687,353,131,82,357,4206,8117,7017,4691,3236,2044,1685,1161,415,104,49,22,17,34780,410,199,90,386,4479,8012,7010,4813,3249,2197,1845,1399,477,126,45,20,23,36970,566,303,129,530,5123,8343,7287,5050,3121,2323,2003,1365,574,158,48,25,22,39226,716,447,231,670,5370,8627,7764,5485,3210,2519,1969,1418,555,146,52,24,23,41625,817,557,321,816,6134,8939,8087,5676,3270,2524,2010,1641,575,152,56,24,26,42805,903,693,404,932,6269,9056,8266,5733,3467,2545,1926,1718,607,167,60,31,28,38828,904,657,440,588,5092,7997,7719,5503,3380,2322,1778,1548,589,177,78,24,32,37063,885,770,548,647,4320,7408,7144,5466,3411,2307,1772,1529,509,201,84,28,34,43124,984,841,511,849,5329,8990,8604,6362,3925,2220,1887,1555,1067
"충청남도","여자",19497,223,99,61,449,3872,4166,2642,1582,1610,1776,1491,927,343,129,56,35,36,20881,303,142,86,437,3566,4148,2893,1768,1668,2005,1921,1298,431,122,39,24,30,21803,370,182,98,497,3539,4200,3007,1902,1658,2018,2054,1520,517,146,46,23,26,23383,549,266,131,719,3919,4001,3326,2067,1671,2001,2277,1590,603,165,50,24,24,24929,684,392,203,927,4089,3967,3573,2401,1763,2135,2209,1801,528,155,53,24,25,26609,868,513,282,1035,4434,3935,3784,2642,1853,2144,2205,2058,591,163,54,20,28,27870,955,614,360,1166,4606,4014,3895,2948,2020,2036,2159,2109,686,184,69,18,31,25718,887,646,397,746,3927,3709,3670,2948,1995,1854,1904,1949,774,179,76,24,33,25515,931,782,491,681,3832,3546,3485,2985,2115,1753,1890,2005,674,210,83,24,28,28035,977,887,496,813,4431,4043,3659,3271,2405,1820,1967,1941,1325
"충청북도","계",27481,233,116,86,471,4817,6194,4677,3065,2284,1936,1666,1179,458,166,57,42,34,30700,308,150,88,467,4627,6908,5336,3474,2576,2330,2096,1526,542,152,54,34,32,32637,405,216,131,537,4604,7177,5645,3711,2571,2474,2351,1888,636,177,45,39,30,35499,580,340,173,740,5459,7651,5957,3976,2632,2462,2548,1945,724,196,57,29,30,36656,685,449,241,866,5591,7691,6415,4310,2684,2557,2371,1888,609,184,59,22,34,39537,847,582,356,1129,6271,7885,6921,4707,2764,2561,2437,2114,660,174,67,26,36,40714,927,714,449,964,6540,7936,7144,4973,3002,2449,2383,2156,744,198,76,25,34,37060,856,683,442,560,5326,7115,6935,4914,2919,2114,2187,1940,734,191,84,24,36,36045,881,748,529,583,4445,6854,6745,5003,3061,2062,2083,2003,668,228,88,27,37,41270,967,788,533,862,5075,8271,7692,5759,3542,2191,2232,2010,1348
"충청북도","남자",16611,117,67,38,195,2632,3906,3266,2234,1414,965,810,621,234,66,21,16,9,18982,148,78,45,209,2618,4502,3794,2500,1619,1216,1036,818,282,71,23,12,11,20135,196,109,69,258,2638,4701,3958,2675,1628,1278,1187,978,337,78,19,16,10,22028,297,173,91,361,3356,5120,4095,2842,1651,1313,1265,944,393,87,21,10,9,22890,353,211,128,457,3528,5207,4433,3013,1663,1360,1175,933,307,83,20,9,10,24753,440,267,184,577,4075,5500,4750,3266,1694,1335,1224,995,326,74,27,10,9,25482,473,358,231,515,4266,5519,4872,3421,1882,1282,1150,1019,349,93,36,8,8,23018,450,338,238,308,3434,4914,4655,3307,1830,1084,1063,930,316,88,44,8,11,22071,467,374,269,301,2696,4775,4542,3281,1927,1055,1017,928,263,111,43,11,11,26264,488,408,261,456,3280,5964,5415,3943,2285,1148,1089,917,610
"충청북도","여자",10870,116,49,48,276,2185,2288,1411,831,870,971,856,558,224,100,36,26,25,11718,160,72,43,258,2009,2406,1542,974,957,1114,1060,708,260,81,31,22,21,12502,209,107,62,279,1966,2476,1687,1036,943,1196,1164,910,299,99,26,23,20,13471,283,167,82,379,2103,2531,1862,1134,981,1149,1283,1001,331,109,36,19,21,13766,332,238,113,409,2063,2484,1982,1297,1021,1197,1196,955,302,101,39,13,24,14784,407,315,172,552,2196,2385,2171,1441,1070,1226,1213,1119,334,100,40,16,27,15232,454,356,218,449,2274,2417,2272,1552,1120,1167,1233,1137,395,105,40,17,26,14042,406,345,204,252,1892,2201,2280,1607,1089,1030,1124,1010,418,103,40,16,25,13974,414,374,260,282,1749,2079,2203,1722,1134,1007,1066,1075,405,117,45,16,26,15006,479,380,272,406,1795,2307,2277,1816,1257,1043,1143,1093,738
